cp_ville,Région,Département,Gazole,SP98,SP95,E85,E10,GPLc,Latitude,Longitude,Nombre de stations
63320 Champeix,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.8855,1.9795,2.069,,1.795,1.02,45.590804270700005,3.12990814968,2
63330 Pionsat,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.839,1.889,,,1.799,,46.111,2.698,1
63340 Saint-Germain-Lembron,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.832,1.879,,1.029,1.799,,45.459,3.254,1
63350 Maringues,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.8783333333333332,1.9344999999999999,1.877,1.048,1.8403333333333334,,45.915666666666674,3.3313333333333333,3
63360 Gerzat,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.857,1.9066666666666665,1.833,1.049,1.819,,45.81825,3.152286666666667,3
63370 Lempdes,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.869,,1.859,0.989,1.839,0.949,45.777,3.197,1
63380 Pontaumur,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.859,1.869,,,1.839,,45.87,2.673,2
63380 Saint-Avit,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.94,2.02,1.99,,,,45.871,2.527,1
63390 Saint-Gervais-d'Auvergne,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.839,1.889,1.859,,,,46.0307872738,2.82101927933,1
63400 Chamalières,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.831,1.892,,,1.812,,45.775,3.064,1
63410 Manzat,Auvergne-Rhône-Alpes,Puy-de-Dôme,2.0395,2.199,1.99,,2.0395,,45.95996435,2.96903365,2
63430 Pont-du-Château,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.8783333333333332,1.99,1.859,1.0985,1.849,,45.79366666666667,3.2576666666666667,3
63440 Champs,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.99,1.99,,1.259,1.99,1.054,46.058707223,3.11405330762,1
63450 Le Crest,Auvergne-Rhône-Alpes,Puy-de-Dôme,,1.99,,,1.899,,45.685,3.143,1
63450 Saint-Amant-Tallende,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.869,1.899,,,1.829,,45.669,3.109,1
63460 Combronde,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.8835,1.9055,1.94,0.998,1.772,,45.985,3.087,2
63480 Marat,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.892,,1.883,1.126,,,45.659,3.661,1
63490 Sauxillanges,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.929,1.949,1.907,,,,45.550330010776,3.3669437459243,1
63500 Issoire,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.8323333333333334,1.9193333333333333,1.869,1.099,1.8207499999999999,,45.54636323622825,3.2504821426789996,4
63530 Malauzat,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.792,1.826,1.78,,1.757,,45.888,3.069,1
63540 Romagnat,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.9420000000000002,1.99,,,1.899,,45.726,3.0845000000000002,2
63550 Saint-Rémy-sur-Durolle,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.899,1.969,,,1.879,,45.889,3.596,1
63570 Brassac-les-Mines,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.849,1.879,,,1.806,,45.414,3.32,1
63600 Ambert,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.9445000000000001,1.9445000000000001,1.859,,1.95,,45.547595,3.73438,2
63600 Saint-Ferréol-des-Côtes,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.829,1.889,,0.998,1.799,,45.531,3.728,1
63610 Besse-et-Saint-Anastaise,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.899,1.919,,,1.829,,45.509,2.936,1
63620 Giat,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.919,1.969,1.929,,,,45.80467,2.47016,1
63650 La Monnerie-le-Montel,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.849,1.899,,1.069,1.829,,45.87,3.63,1
63660 Saint-Anthème,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.926,,1.934,1.099,,,45.523,3.911,1
63670 La Roche-Blanche,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.847,1.887,1.852,,,,45.705,3.13,1
63670 Le Cendre,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.819,1.869,,0.998,1.799,,45.726,3.188,1
63690 Tauves,Auvergne-Rhône-Alpes,Puy-de-Dôme,,,1.989,,,,45.56,2.62,1
63700 Montaigut,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.947,1.999,,,1.909,,46.184,2.802,1
63700 Saint-Éloy-les-Mines,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.883,1.9445000000000001,1.839,,1.909,,46.16060745,2.8365582,2
63720 Ennezat,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.8,1.839,,,1.769,,45.8925238497165,3.2175439520454,2
63730 Les Martres-de-Veyre,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.866,1.889,,,1.799,,45.683,3.188,1
63760 Bourg-Lastic,Auvergne-Rhône-Alpes,Puy-de-Dôme,,1.866,,0.999,1.795,,45.648,2.56,1
63780 Saint-Georges-de-Mons,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.819,1.845,,0.998,1.789,,45.939570999999994,2.837118,1
63790 Murol,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.99,2.1,2.07,,,,45.576,2.932,1
63800 Cournon-d'Auvergne,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.8980000000000001,1.99,,,1.854,,45.738,3.1885000000000003,2
63800 Pérignat-sur-Allier,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.889,1.929,,,1.819,,45.72919,3.22201,1
63850 Égliseneuve-d'Entraigues,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.919,,1.926,,,,45.4076894,2.8272342578947,1
63940 Marsac-en-Livradois,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.99,1.99,,,1.99,,45.48106,3.72648,1
63960 Veyre-Monton,Auvergne-Rhône-Alpes,Puy-de-Dôme,1.944,2.119,,1.214,1.9155000000000002,1.083,45.666,3.1625,2
64000 Lons,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.841,1.914,,1.068,1.834,,43.339,-0.38,1
64000 Pau,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.8875,1.925,1.8445,1.0375,1.8616666666666666,0.9460000000000001,43.31538092441067,-0.35978893394984995,6
64100 Bayonne,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.8718571428571429,1.9376666666666666,1.9165,0.994,1.8602,0.975,43.49579848771429,-1.4619973830785713,7
64110 Jurançon,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.8904999999999998,1.9525000000000001,,0.994,1.865,,43.283,-0.3855,2
64110 Mazères-Lezons,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.797,1.836,1.809,,1.784,0.929,43.279,-0.361,1
64120 Amendeuix-Oneix,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.941,1.99,,,1.91,,43.331,-1.039,1
64120 Aïcirits-Camou-Suhast,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.823,,1.797,1.009,1.828,,43.3324985,-1.0161424000000001,1
64120 Saint-Palais,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.857,1.955,1.879,,,,43.327224350857996,-1.0334585189475,1
64121 Montardon,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.848,1.926,,,1.839,,43.354,-0.38,1
64121 Serres-Castet,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.869,1.949,,,1.859,0.999,43.376,-0.38,1
64122 Urrugne,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.789,1.846,1.817,,1.764,,43.375,-1.679,1
64130 Chéraute,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.889,1.896,1.877,0.998,1.842,,43.230331413190996,-0.87387499106774,1
64130 Mauléon-Licharre,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.9405000000000001,1.958,1.885,,1.99,,43.2245,-0.8865000000000001,2
64140 Billère,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.899,1.938,,0.999,1.869,1.035,43.3049411278345,-0.40143737843721,2
64140 Lons,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.8439999999999999,1.883,,0.927,1.815,,43.3292514331105,-0.382001586707235,2
64150 Mourenx,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.8665,1.954,1.865,,1.815,,43.3798270652835,-0.6171477590884951,2
64150 Pardies,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.946,1.99,,0.994,1.91,,43.367,-0.581,1
64160 Morlaàs,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.854,1.9125,,1.089,1.842,,43.349000000000004,-0.2585,2
64170 Artix,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.854,1.895,1.855,,,,43.398,-0.571,1
64170 Lacq,Nouvelle-Aquitaine,Pyrénées-Atlantiques,2.048,2.1293333333333333,,1.0965,2.036,1.06,43.41839099999999,-0.6038263333333332,3
64190 Navarrenx,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.975,2.2,2.15,,,,43.31963,-0.75524999999999,1
64190 Susmiou,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.899,1.99,,0.998,1.899,,43.31906,-0.7712,1
64200 Biarritz,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.916,1.9545,1.807,0.994,1.9403333333333332,,43.4701325,-1.5456724999999998,4
64210 Bidart,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.9363333333333335,1.9596666666666664,1.849,1.1723333333333332,1.9329999999999998,1.054,43.43067666666667,-1.5901333333333334,3
64220 Ispoure,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.899,1.919,1.889,,1.92,,43.169,-1.228,1
64220 Saint-Jean-Pied-de-Port,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.912,1.926,1.899,1.049,,,43.165,-1.234,1
64220 Saint-Jean-le-Vieux,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.945,1.99,,,1.917,,43.165,-1.195,1
64230 Lons,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.823,1.92,1.891,0.987,1.836,,43.318,-0.424,1
64230 Mazerolles,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.95,1.99,,,,,43.436444,-0.4664254,1
64230 Poey-de-Lescar,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.91,1.94,1.91,,,,43.346495316027,-0.47879722090508003,1
64230 Sauvagnon,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.959,1.999,1.879,,,,43.400659318976004,-0.3684141133,1
64240 Hasparren,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.92,1.9423333333333332,1.9166666666666667,1.389,,,43.38466666666667,-1.305,3
64240 Urt,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.899,1.999,1.879,,,,43.49396204,-1.29340512,1
64250 Cambo-les-Bains,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.879,1.919,1.899,,,,43.361950140658,-1.4037886367707002,1
64250 Itxassou,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.849,1.889,1.859,,1.819,,43.338,-1.405,1
64260 Arudy,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.895,1.91,1.899,,,,43.109,-0.432,1
64260 Louvie-Juzon,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.889,1.899,,,1.839,,43.098,-0.416,1
64270 Puyoô,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.786,,,0.947,1.777,,43.526132908452,-0.91502907616008,2
64270 Salies-de-Béarn,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.8885,1.9344999999999999,,,1.8655,,43.474959999999996,-0.91362500000001,2
64290 Gan,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.879,1.919,,0.99,1.839,,43.218,-0.384,1
64300 Biron,Nouvelle-Aquitaine,Pyrénées-Atlantiques,,,,,,,43.464,-0.741,1
64300 Orthez,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.8456666666666666,1.9153333333333336,,0.973,1.821,0.966,43.48642952102066,-0.7773264929653867,3
64300 Sault-de-Navailles,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.859,1.899,1.869,,,,43.542533211343994,-0.6828918786267301,1
64310 Saint-Pée-sur-Nivelle,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.829,1.837,1.813,0.999,1.809,,43.3555,-1.5625,2
64320 Bizanos,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.848,1.915,,,1.829,0.919,43.303805476815995,-0.32323738530372,1
64320 Idron,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.8795000000000002,1.9095,1.859,,1.8,,43.2988325975615,-0.3159210810259,2
64330 Garlin,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.931,1.945,,0.998,1.884,,43.557,-0.284,1
64350 Lembeye,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.919,1.969,1.949,,,,43.45037,-0.10814,1
64360 Monein,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.889,1.899,1.869,,,,43.336,-0.583,1
64370 Arthez-de-Béarn,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.869,1.909,1.889,,,,43.476,-0.613,1
64390 Sauveterre-de-Béarn,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.89,,1.87,,1.825,,43.401,-0.948,1
64400 Oloron-Sainte-Marie,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.8546666666666667,1.99,1.8065,0.979,1.8156666666666668,1.06,43.189693149566665,-0.6165963523256667,3
64410 Arzacq-Arraziguet,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.845,1.876,1.849,,,,43.536,-0.41,1
64420 Nousty,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.785,1.824,1.801,0.998,1.761,,43.27,-0.201,1
64430 Saint-Étienne-de-Baïgorry,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.889,1.979,1.899,,,,43.18277823,-1.33534068,1
64440 Laruns,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.889,,1.895,,1.839,,42.99129,-0.42454,1
64450 Astis,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.899,1.999,,,1.899,,43.4436023,-0.3242908,1
64470 Tardets-Sorholus,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.969,1.979,1.979,,,,43.121,-0.867,1
64480 Larressore,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.99,1.99,,,1.99,,43.372,-1.435,1
64480 Ustaritz,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.9295,1.899,1.99,1.019,1.809,,43.408,-1.461,2
64490 Accous,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.849,1.879,1.859,,,,42.974,-0.601,1
64500 Saint-Jean-de-Luz,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.88375,1.8679999999999999,1.8783333333333332,0.987,1.8526666666666667,0.917,43.39443,-1.6409575,4
64510 Bordes,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.85,1.889,1.869,,,,43.249,-0.279,1
64520 Bidache,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.9195,,1.9275,,1.859,,43.483045000000004,-1.1412149999999999,2
64530 Ger,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.99,1.99,,1.259,1.99,1.054,43.23019,-0.07925,1
64530 Pontacq,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.859,1.909,,,1.829,,43.186,-0.115,1
64570 Aramits,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.82,1.858,,,1.796,,43.122,-0.727,1
64600 Anglet,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.8293333333333333,1.899,1.82,0.9964999999999999,1.8186666666666664,,43.49048666666666,-1.5174199999999998,3
64600 Bayonne,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.809,1.87,,,1.784,,43.484,-1.501,1
64700 Urrugne,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.99,,,,1.957,,43.347,-1.766,1
64780 Ossès,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.849,1.899,1.859,,,,43.2343851,-1.2965832000000002,1
64800 Asson,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.99,1.99,1.99,,,,43.146615074533,-0.25807624582917,1
64800 Bénéjacq,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.898,1.939,1.895,,1.851,,43.186,-0.24,1
64800 Coarraze,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.92,1.93,1.935,,1.84,,43.175945,-0.23697000000000001,2
64800 Igon,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.96,,1.97,,,,43.157,-0.23,1
64990 Saint-Pierre-d'Irube,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.946,1.99,,,1.922,,43.477521201174,-1.4567196883200002,1
64990 Urcuit,Nouvelle-Aquitaine,Pyrénées-Atlantiques,1.902,1.931,1.868,,1.859,,43.487,-1.358,1
65000 Tarbes,Occitanie,Hautes-Pyrénées,1.8673333333333335,1.9238333333333335,1.891,1.09325,1.827,0.979,43.232382703333336,0.06905644333333333,6
65100 Lourdes,Occitanie,Hautes-Pyrénées,1.8472000000000002,1.9033333333333333,1.869,1.0513333333333332,1.8232,0.979,43.10257,-0.039327999999999995,5
65110 Cauterets,Occitanie,Hautes-Pyrénées,2.049,1.999,1.969,,,,42.89995,-0.10814,1
65120 Esquièze-Sère,Occitanie,Hautes-Pyrénées,1.98,1.99,1.98,,,,42.876,-0.006,1
65120 Saligos,Occitanie,Hautes-Pyrénées,1.99,2.02,,,1.99,,42.891,-0.024,1
65130 Capvern,Occitanie,Hautes-Pyrénées,1.884,,1.874,0.998,,,43.112,0.356,1
65140 Rabastens-de-Bigorre,Occitanie,Hautes-Pyrénées,1.869,1.879,1.849,,,,43.389,0.145,1
65170 Bourisp,Occitanie,Hautes-Pyrénées,1.896,1.999,1.999,,,,42.828,0.333,1
65190 Tournay,Occitanie,Hautes-Pyrénées,1.956,2.022,1.98,,1.965,,43.1805,0.2395,2
65200 Bagnères-de-Bigorre,Occitanie,Hautes-Pyrénées,1.9235,1.9695,1.859,,1.901,,43.06959967125,0.1489530295715,2
65200 Pouzac,Occitanie,Hautes-Pyrénées,1.9060000000000001,1.9445000000000001,,1.159,1.8599999999999999,,43.0805,0.1395,2
65220 Lalanne-Trie,Occitanie,Hautes-Pyrénées,1.905,1.919,,0.998,1.859,,43.311,0.333,1
65230 Castelnau-Magnoac,Occitanie,Hautes-Pyrénées,1.919,1.929,,0.999,1.849,,43.293,0.515,1
65240 Arreau,Occitanie,Hautes-Pyrénées,1.905,1.889,1.869,,,,42.899225885300005,0.353642473678,1
65290 Juillan,Occitanie,Hautes-Pyrénées,1.879,1.919,,1.059,1.859,,43.20079,0.03601,1
65300 Campistrous,Occitanie,Hautes-Pyrénées,1.999,1.979,,1.115,1.929,1.08,43.116,0.367,1
65300 Lannemezan,Occitanie,Hautes-Pyrénées,1.9369999999999998,1.9375,1.99,,1.839,,43.1085,0.405,2
65310 Laloubère,Occitanie,Hautes-Pyrénées,1.834,1.885,,,1.818,1.099,43.206,0.072,1
65370 Loures-Barousse,Occitanie,Hautes-Pyrénées,1.845,1.846,1.832,,,,43.024,0.603,1
65400 Argelès-Gazost,Occitanie,Hautes-Pyrénées,1.969,1.989,1.989,,,,43.003,-0.097,1
65400 Ayzac-Ost,Occitanie,Hautes-Pyrénées,1.896,1.9304999999999999,1.859,1.159,1.902,,43.015,-0.0975,2
65410 Sarrancolin,Occitanie,Hautes-Pyrénées,1.99,1.99,,,1.95,,42.973,0.376,1
65420 Ibos,Occitanie,Hautes-Pyrénées,1.812,1.87,1.812,0.956,1.788,1.168,43.239,0.018,1
65440 Ancizan,Occitanie,Hautes-Pyrénées,1.895,1.895,,0.998,1.845,,42.86905,0.34022,1
65460 Bazet,Occitanie,Hautes-Pyrénées,1.969,1.99,,,1.927,,43.291,0.076,1
65500 Vic-en-Bigorre,Occitanie,Hautes-Pyrénées,1.9123333333333334,1.9426666666666668,,0.998,1.8616666666666666,,43.383,0.055333333333333325,3
65510 Loudenvielle,Occitanie,Hautes-Pyrénées,2.017,2.059,,,2.012,,42.799,0.41,1
65600 Séméac,Occitanie,Hautes-Pyrénées,1.94,,1.99,1.169,,,43.2234803938255,0.102420868163315,2
65700 Maubourguet,Occitanie,Hautes-Pyrénées,1.839,1.909,1.869,,1.829,,43.441,0.042,1
65800 Aureilhan,Occitanie,Hautes-Pyrénées,1.869,1.919,,,1.849,,43.248853174,0.0900200535935,1
65800 Orleix,Occitanie,Hautes-Pyrénées,1.812,1.848,,0.956,1.782,,43.278,0.116,1
66000 Perpignan,Occitanie,Pyrénées-Orientales,1.8354166666666665,1.8732222222222223,1.857,1.0054999999999998,1.8332000000000002,0.9390000000000001,42.68909901691192,2.88434788913075,12
66100 Perpignan,Occitanie,Pyrénées-Orientales,1.912,1.99,,0.994,1.907,,42.674455245035006,2.9012678022733,2
66120 Égat,Occitanie,Pyrénées-Orientales,1.849,1.899,,1.079,1.799,,42.498,2.013,1
66130 Ille-sur-Têt,Occitanie,Pyrénées-Orientales,1.819,1.859,,0.998,1.789,0.95,42.677,2.634,1
66140 Canet-en-Roussillon,Occitanie,Pyrénées-Orientales,1.889,1.924,,0.998,1.854,,42.7032661178725,3.01857981566165,2
